SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
-0.4381471450281571,-1.277040579808332,1.0218022279522996,-0.9637575448092682,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0
-0.4381471450281571,-0.7089475308929317,0.3356387359618627,-0.5029442852646426,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
2.282338276872113,-0.7495256058154603,-1.49798852335716,-0.9057903184499556,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
-0.4381471450281571,0.8735973910856829,-1.4847612753187902,-0.5243982700203671,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
-0.4381471450281571,-1.277040579808332,-1.0003133159134936,-0.9904495319468584,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
-0.4381471450281571,0.9953316158532686,0.3191046759139004,0.9014514533532207,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,0
2.282338276872113,-0.9929940553506318,1.2036768884798852,-0.6649076839139116,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,1
-0.4381471450281571,0.14319204248016842,0.19013900753979449,0.0908705847595201,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,0
-0.4381471450281571,-1.155306355040746,-1.4847612753187902,-0.9692356223003026,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
-0.4381471450281571,0.9953316158532686,-1.4649204032612353,-0.514271465415427,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
-0.4381471450281571,-0.8712598305830461,-0.029763991098104747,-0.6852267681535652,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
-0.4381471450281571,0.3866604920153399,1.2169041365182554,0.8597656843975404,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
-0.4381471450281571,-0.8712598305830461,-0.3703656280861287,-0.7402039681532295,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
-0.4381471450281571,-0.8306817556605175,-1.3541422009398876,-0.8878938103119148,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0
-0.4381471450281571,0.021457817712582688,0.8498480034534917,0.2993649045676952,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
-0.4381471450281571,-0.9118379055055746,-0.6415242128727111,-0.829861108922829,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
-0.4381471450281571,-0.7089475308929317,1.335949368863584,-0.3249831543407591,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0
2.282338276872113,0.34608241709281135,1.1524213023312022,0.853589206588924,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
-0.4381471450281571,0.06203589263511127,-0.8068648133523344,-0.42686230066804487,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,0
-0.4381471450281571,0.46781664186039706,-1.4847612753187902,-0.6366442960617619,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
-0.4381471450281571,-0.30316678166764593,-0.3587917860525551,-0.406281316309298,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2.282338276872113,-0.9929940553506318,1.1689553623791644,-0.6422751486222674,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,1
-0.4381471450281571,-1.277040579808332,0.1752583534966283,-0.9749319498905815,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
-0.4381471450281571,1.5634246647686687,0.6778937789546833,1.7447261868137327,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0
-0.4381471450281571,-0.18143255690006022,-1.1640005103883206,-0.6604553818893258,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0
2.282338276872113,-0.8306817556605175,0.47121802835515414,-0.5936053764907663,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
-0.4381471450281571,0.30550434217028277,-0.028110585093308608,0.0683471745174981,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0
-0.4381471450281571,-0.34374485659017456,0.04463927911772576,-0.32489585430106127,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
-0.4381471450281571,-0.9929940553506318,-1.1772277584266906,-0.9111156208715191,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-0.4381471450281571,1.2388000653884401,0.31579786390430814,1.034845914011398,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,0
-0.4381471450281571,1.6040027396911973,-0.006616307030957384,1.0916782398546396,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
-0.4381471450281571,0.5895508666279828,-1.49798852335716,-0.6033393309170665,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
-0.4381471450281571,-0.6683694559704032,0.3240648939282893,-0.512634589671094,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
-0.4381471450281571,0.30550434217028277,-1.5161759894099185,-0.6650822839933072,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
-0.4381471450281571,-0.9929940553506318,-0.22321249365926385,-0.8007683706935504,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
2.282338276872113,-0.30316678166764593,0.8184332893623631,-0.050730079630246276,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
-0.4381471450281571,0.06203589263511127,0.8233935073767515,0.3439533998433261,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0
-0.4381471450281571,0.8330193161631543,-0.12731494538108237,0.46012792767112015,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0
-0.4381471450281571,0.9953316158532686,-0.2050250276065054,0.494851518460904,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0
-0.4381471450281571,0.06203589263511127,-1.4963351173523636,-0.7106965547353867,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
-0.4381471450281571,1.1982219904659115,0.5456212985709846,1.1695062252451927,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0
-0.4381471450281571,0.3866604920153399,-1.4748408392900125,-0.6258845661690129,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0
-0.4381471450281571,-1.155306355040746,0.5009793364414861,-0.8588665471124096,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
-0.4381471450281571,1.0359096907757972,1.4715286612568754,1.6765012057899331,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1
-0.4381471450281571,1.52284658984614,-1.2863525547432422,-0.19527712035981226,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0
-0.4381471450281571,-0.6277913810478746,-0.3009225758846869,-0.5963771527511701,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,1
